"ISBN","AUTHOR","TITLE","CATEGORY","SERIES","RATING","BOOKFORMAT","READ","LOCATION","VALUE","PUBLISHER","PUBDATE","COPYRIGHTDATE","PAGES"
"0140232451","Trevor, William","William Trevor : The Collected Stories","Literature & Fiction : General : Contemporary","","5.0 Stars","Paperback","N","George's Office","$12.80","Penguin","December 1, 1993","1992","1261"
"0670790826","Trevor, William","Writer's Ireland : Landscape in Literature","Biographies & Memoirs : Ethnic & National : Irish","","","Hardcover","N","","$12.50","The Viking Press","","1984","192"
"0192828452","Trevor, William (editor)","The Oxford Book of Irish Short Stories","Literature & Fiction : World Literature : Ireland","","5.0 Stars","Paperback","N","George's Office","$0.34","Oxford University Press, USA","December 14, 2005","1989","567"
"0140510702","Tripp, Rhoda Thomas","International Thesaurus of Quotations","Reference : General","","books.mini.icon.22x22 Stars","Paperback","N","George's Office","","Penguin Books Ltd","June 24, 1976","1970","1088"
"0486247600","Trollope, Anthony","Castle Richmond","Literature & Fiction : General : Classics","Selected Works of Anthony Trollope","5.0 Stars","Paperback","N","George's Office","$0.99","Dover Pubns","September 1, 1984","1860","440"
"1592400876","Truss, Lynne","Eats, Shoots & Leaves: The Zero Tolerance Approach to Punctuation","Reference : Words & Language : General","","4.0 Stars","Hardcover","N","George's Office","$13.57","Gotham","April 1, 2004","2003","209"
"1592401716","Truss, Lynne","Talk to the Hand: The Utter Bloody Rudeness of the World Today, or Six Good Reasons to Stay Home and Bolt the Door","Entertainment : Humor : Essays","","3.5 Stars","Hardcover","N","George's Office","$11.49","Gotham","November 8, 2005","2005","206"
"0896103862","Tsutsumi, Cheryl Chee","Reflections of Kauai: The Garden Island","Arts & Photography : Photography : Travel","","","Hardcover","N","2nd Floor Storeroom","$25.99","Island Heritage Publishing","November 2000","2000","112"
"0345336674","Tuchman, Barbara W.","First Salute","History : Americas : United States : Colonial Period : General","","4.0 Stars","Paperback","N","George's Office","$2.98","Ballantine Books","September 6, 1989","1988","347"
"0345308239","Tuchman, Barbara W.","The March of Folly : From Troy to Vietnam","History : Asia : Vietnam : General","","4.0 Stars","Paperback","N","George's Office","$11.53","Ballantine Books","February 12, 1985","1984","448"
"0898158990","Tucker, Eric","Millennium Cookbook : Extraordinary Vegetarian Cuisine","Cooking, Food & Wine : Vegetarian","","","Paperback","N","Barroom","","Ten Speed Press","November 1998","1998","258"
"0503062731","Tuckus, Tiffany / Ballin, Brenda","Rich In Passion / Playgirl's Pleasures","Literature & Fiction : Genre Fiction : Erotica : General","","","Paperback","N","Master Bedroom","$2.95","Bee Line Double Novel","","1979","360"
"0961392177","Tufte, Edward R.","Beautiful Evidence","Computers & Internet : Graphic Design : General","","4.0 Stars","Hardcover","N","2nd Floor Storeroom","$52.00","Graphics Pr","July 2006","2006","213"
"","Tufte, Edward R.","Envisioning Information","Art, Architecture and Photography : Entertainment : Science and Nature","","","Hardcover","N","Books 28","$48.00","Graphics Press","","1990","126"
"096139210X","Tufte, Edward R.","The Visual Display of Quantitative Information","Art, Architecture and Photography : Entertainment : Science and Nature","","","Hardcover","N","Books 28","$40.00","Graphics Press","November  1987","1983","197"
"0961392126","Tufte, Edward R.","Visual Explanations : Images and Quantities, Evidence and Narrative","Art, Architecture and Photography : Entertainment : Science and Nature","","","Hardcover","N","Books 28","$45.00","Graphics Press","March 1997","1997","156"
"1585743321","Tuite, Simon (editor)","The Complete Book of Woodworking: An Illustrated Guide to Tools and Techniques","Crafts & Hobbies : Woodworking","","5.0 Stars","Paperback","N","2nd Floor Storeroom","$4.92","The Lyons Press","August 1, 2001","1997","232"
"1854092642","Turnbull, Stephen","The Book Of The Medieval Knight","History : Europe : Medieval","","4.0 Stars","Paperback","N","Master Bedroom","$3.84","Sterling","June 30, 1995","1985","192"
"0028625250","Turner, Marcia Layton","The Unofficial Guide to Starting a Small Business","Business & Investing Books : Careers : Entrepreneurship","","5.0 Stars","Paperback","N","2nd Floor Storeroom","$8.48","Wiley","September 17, 1999","1999","402"
"1561584932","Turner, Sharon","Monkeysuits: Sweaters and More to Knit for Kids","Crafts & Hobbies : Knitting","","","Paperback","N","Emma's Studio","$6.10","Taunton Press","October 1, 2001","2001","154"
"0446612626","Turow, Scott","Reversible Errors","Mystery & Thrillers : Mystery : Lawyers","","4.0 Stars","Mass Market Paperback","N","Books 35","$1.00","Vision","November 1, 2003","2002","553"
"0446360589","Turow, Scott","The Burden of Proof","Mystery & Thrillers : Thrillers : Legal","","3.5 Stars","Paperback","N","George's Office","$7.99","Warner Books","June 1, 1991","1990","564"
"0446604402","Turow, Scott","The Laws of Our Fathers","Mystery & Thrillers : Mystery : Lawyers","","","Mass Market Paperback","N","Master Bedroom","$4.00","Warner Books","September 1997","1996","817"
"0345405668","Turtledove, Harry","American Empire 1 : Blood and Iron","Science Fiction & Fantasy : Alternate History","American Empire Series","4.0 Stars","Paperback","N","Books 32","$7.99","Del Rey","June 25, 2002","2001","630"
"0345444221","Turtledove, Harry","American Empire 2 : The Center Cannot Hold","Science Fiction & Fantasy : Alternate History","American Empire Series","3.5 Stars","Paperback","N","Books 32","$7.99","Del Rey","July 1, 2003","2002","619"
"0345444248","Turtledove, Harry","American Empire 3 : The Victorious Opposition","Science Fiction & Fantasy : Alternate History","American Empire Series","4.0 Stars","Paperback","N","Books 32","$7.99","Del Rey","April 27, 2004","2003","618"
"0345406141","Turtledove, Harry","How Few Remain","Science Fiction & Fantasy : Alternate History","","3.5 Stars","Paperback","N","Books 32","$4.00","Del Rey","April 29, 1998","1997","596"
"0451459598","Turtledove, Harry","In The Presence Of Mine Enemies","Science Fiction & Fantasy : Alternate History","","3.0 Stars","Paperback","N","Master Bedroom","$7.99","Roc","November 4, 2004","2003","515"
"0451459156","Turtledove, Harry","Ruled Brittania","Literature & Fiction : Genre Fiction : Historical","","4.0 Stars","Mass Market Paperback","N","Books 32","$7.50","Roc","September 1, 2003","2002","570"
"0345405609","Turtledove, Harry","The Great War 1 : American Front","Science Fiction & Fantasy : Alternate History","Great War Series","4.0 Stars","Paperback","N","Books 32","$4.00","Del Rey","May 1, 1999","1998","562"
"0345405641","Turtledove, Harry","The Great War 2 : Breakthroughs","Science Fiction & Fantasy : Alternate History","Great War Series","4.0 Stars","Paperback","N","Books 32","$7.99","Del Rey","July 3, 2001","2000","584"
"0345384687","TURTLEDOVE, HARRY","The Guns of the South","Science Fiction & Fantasy : Alternate History","","4.0 Stars","Paperback","Y","Books 32","$7.99","Del Rey","September 1, 1993","1992","561"
"0553211951","Twain, Mark","Complete Short Stories of Mark Twain","Literature & Fiction : Short Stories : United States","","4.0 Stars","Paperback","N","George's Office","$6.95","Bantam Classics","March 1, 1984","1906","679"
"0425092917","Tyler, Anne","The Accidental Tourist","Literature & Fiction : General : Contemporary","","4.5 Stars","Paperback","N","George's Office","$0.01","Berkley","September 1, 1986","1985","342"
"0764550136","Tyson, Eric","Personal Finance for Dummies","Business & Investing : Personal Finance : General","Dummies Series","4.5 Stars","Paperback","N","2nd Floor Storeroom","$0.21","John Wiley & Sons Inc","October 10, 1996","1996","432"
"0060776757","U2","U2 by U2","Biographies & Memoirs : Arts & Literature : Composers & Musicians : Rock","","5.0 Stars","Hardcover","N","George's Office","$22.49","HarperEntertainment","September 26, 2006","2006","352"
"","UCB Wellness Letter (Eds)","Wellness Shakes and Juice Bar Drinks","Cooking, Food & Wine : Drinks & Beverages","","","Paperback","N","Barroom","","Time Life Books","","1987","60"
"0811845346","Ueki, Hiroyuki (Photographer)","Legacy of the Puppy: The Ultimate Illustrated Guide","Home & Garden : Animal Care & Pets : Dogs : Breeds","","4.5 Stars","Paperback","Y","Emma's Studio","$16.97","Chronicle Books","November 1, 2004","2003","224"
"1567312861","Underhill, Roy","The Woodwright's Shop: Exploring Traditional Woodcraft","Crafts & Hobbies : Woodworking","","","Hardcover","N","2nd Floor Storeroom","$10.51","MJF Books","October 1981","1983","393"
"0743254341","Unger, Miles J.","Magnifico: The Brilliant Life and Violent Times of Lorenzo de' Medici","History : Europe : Italy : General","","","Hardcover","N","George's Office","$21.12","Simon & Schuster","May 6, 2008","2008","513"
"0942018141","Upitis, Lizbeth","Latvian Mittens: Traditional Designs & Techniques","Crafts & Hobbies : Knitting","","4.0 Stars","Paperback","N","Emma's Studio","$25.00","Schoolhouse Press","August 1997","1997","90"
"0552980137","Uris, Jill & Uris, Leon","Ireland a Terrible Beauty","History : Europe : Ireland","","5.0 Stars","Paperback","N","George's Office","$0.95","Bantam Doubleday Dell","1977","1976","288"
"006109174X","Uris, Leon","Redemption","Literature & Fiction : General : Contemporary","","3.0 Stars","Paperback","N","George's Office","$4.79","HarperTorch","May 1, 1996","1995","879"
"0804107513","Vachss, Andrew","Blossom","Mystery & Thrillers : Mystery : American Detectives","Burke Series","4.0 Stars","Paperback","N","Master Bedroom","$0.01","Ivy Books","June 2, 1991","1990","307"
"0385472986","Vaid, Urvashi","Virtual Equality : The Mainstreaming of Gay and Lesbian Liberation","Gay & Lesbian : Nonfiction : General","","","Hardcover","N","Master Bedroom","$24.95","Anchor Books","","1995","440"
"1569470758","Van De Wetering, Janwillem","Just a Corpse at Twilight (A Grijpstra & De Gier Mystery)","Mystery & Thrillers : Mystery : Dutch Detectives","","","Paperback","Y","Books 17","$11.00","Soho Press, Inc.","November 1995","1994","265"
"0671828657","Van de Wetering, Janwillem","The Maine Massacre (A Grijpstra & De Gier Mystery)","Mystery & Thrillers : Mystery : Dutch Detectives","","","Paperback","Y","Books 17","$1.50","Pocket Books","September 1980","1979","254"
"0140012389","van der Post, Lauren","Venture In the Interior","Social Sciences : Anthropology","","books.mini.icon.22x22 Stars","Paperback","N","George's Office","$0.69","Penguin Putnam~trade","February 1971","1952","239"
"9979700327","van Keppel, Marilyn (trans.)","Three-Cornered & Long Shawls","Crafts & Hobbies : Knitting","","","Spiral-bound","N","Emma's Studio","$45.00","Schoolhouse Press","","2003/2005","78"
"0195069544","van Leunen, Mary-Claire","A Handbook for Scholars (Revised Edition)","Reference : Writing","","5.0 Stars","Paperback","N","George's Office","$10.00","Oxford University Press, USA","January 16, 2006","1992","348"
"0307397726","Vanderbilt, Tom","Traffic: Why We Drive the Way We Do","Social Sciences : Sociology : Culture","","4.0 Stars","Hardcover","N","George's Office","$7.99","Knopf Canada","July 29, 2008","2008","402"
"0201734842","Vandevoorde, David","C++ Templates: The Complete Guide","Computers & Internet : Programming : Languages & Tools : C & C++ & C# : General","","5.0 Stars","Hardcover","N","2nd Floor Storeroom","$54.99","Addison-Wesley Professional","November 12, 2002","2003","528"
"0882669869","Vargas, Pattie","Cordials from Your Kitchen","Cooking, Food & Wine : Drinks & Beverages","","","Paperback","Y","Barroom","","Storey Books","September 1997","1997","171"
"0120884771","Varghese, George","Network Algorithmics,: An Interdisciplinary Approach to Designing Fast Networked Devices","Computers & Internet : Networking : General","","5.0 Stars","Hardcover","N","2nd Floor Storeroom","$59.95","Morgan Kaufmann","December 15, 2004","2005","465"
"","Vatsyayana","The Kama Sutra: Special Collector's Edition includes Explicit Photographs","Health, Mind & Body : Sex : General","","","Paperback","N","George's Office","$0.01","","","1981","190"
"0446199532","Vaughn, Carrie","Kitty and the Dead Man's Hand (Book 5)","Science Fiction & Fantasy : Fantasy : Contemporary","Kitty Norville","3.5 Stars","Mass Market Paperback","Y","Emma's Studio","$6.99","Grand Central Publishing","February 1, 2009","2009","282"
"0446616419","Vaughn, Carrie","Kitty and the Midnight Hour (Book 1)","Literature & Fiction : Genre Fiction : Horror : Dark Fantasy","Kitty Norville","4.0 Stars","Mass Market Paperback","Y","Emma's Studio","$6.99","Grand Central Publishing","November 1, 2005","2005","272"
"0446618756","Vaughn, Carrie","Kitty and the Silver Bullet (Book 4)","Science Fiction & Fantasy : Fantasy : Contemporary","Kitty Norville","4.5 Stars","Mass Market Paperback","Y","Emma's Studio","$6.99","Grand Central Publishing","January 1, 2008","2008","326"
"0446616427","Vaughn, Carrie","Kitty Goes to Washington (Book 2)","Literature & Fiction : Genre Fiction : Horror : Dark Fantasy","Kitty Norville","4.0 Stars","Mass Market Paperback","Y","Emma's Studio","$6.99","Grand Central Publishing","July 1, 2006","2006","339"
"0446199540","Vaughn, Carrie","Kitty Raises Hell (Book 6)","Science Fiction & Fantasy : Fantasy : Contemporary","Kitty Norville","4.5 Stars","Mass Market Paperback","Y","Emma's Studio","$6.99","Grand Central Publishing","March 1, 2009","2009","322"
"0446618748","Vaughn, Carrie","Kitty Takes a Holiday (Book 3)","Literature & Fiction : Genre Fiction : Horror : Dark Fantasy","Kitty Norville","4.5 Stars","Mass Market Paperback","Y","Emma's Studio","$6.99","Grand Central Publishing","April 1, 2007","2007","303"
"0446199559","Vaughn, Carrie","Kitty's House of Horrors (Book 7)","Science Fiction & Fantasy : Fantasy : Contemporary","Kitty Norville","4.5 Stars","Mass Market Paperback","Y","Emma's Studio","$7.99","Grand Central Publishing","January 1, 2010","2010","292"
"1893115682","Vaughn, William R.","ADO.NET and ADO Examples and Best Practices for VB Programmers (Second Edition)","Computers & Internet : Microsoft : Development : Visual Basic","","4.0 Stars","Paperback","N","2nd Floor Storeroom","$39.91","Apress","February 1, 2002","2002","771"
"0789723700","Veen, Jeffrey","The Art and Science of Web Design","Computers & Internet : Usability","Voices That Matter Series","3.5 Stars","Paperback","N","2nd Floor Storeroom","$4.98","New Riders Press","December 28, 2000","2001","259"
"1583227563","Vega, Elizabeth De La","United States V. George W. Bush et al.","History : Americas : United States : 21st Century","","4.0 Stars","Paperback","N","Books 36","$10.17","Seven Stories Press","November 30, 2006","2006","256"
"0624037150","Veldsman, Peter","Flavours of South Africa","Cooking, Food & Wine : Ethnic","","","Hardcover","N","Barroom","","Tafelberg Publishers","31 March, 1999","1998","184"
